kepid,kepoi_name,koi_disposition,koi_pdisposition,koi_period,koi_time0bk,koi_duration,koi_depth,koi_prad,koi_steff
10657664,"K00964.01","FALSE POSITIVE","FALSE POSITIVE",3.273699006,171.2385098,3.07626,6862.8,22.36,10816.00
3337351,"K00965.01","FALSE POSITIVE","FALSE POSITIVE",7.047103499,175.03337,3.3208,71318,51.86,5730.00
3233043,"K00966.01","FALSE POSITIVE","FALSE POSITIVE",0.379463865,170.2480164,0.86896,1973.3,59.56,5075.00
6579806,"K00967.01","FALSE POSITIVE","FALSE POSITIVE",9.88047978,173.608672,2.78458,18541,23.6,6113.00
3560301,"K00968.01","FALSE POSITIVE","FALSE POSITIVE",4.6484156,261.09395,38.1939,128.4,5.06,6980.00
5880320,"K01060.02","CONFIRMED","CANDIDATE",4.75796103,137.69636,4.66,124.5,1.7,6021.00
5880320,"K01060.03","CONFIRMED","CANDIDATE",20.4972755,147.43894,8.536,242.9,2.96,6021.00
5880320,"K01060.04","CONFIRMED","CANDIDATE",8.19345065,138.99617,5.234,115.4,1.74,6021.00
6037187,"K01061.01","CONFIRMED","CANDIDATE",41.8059544,142.81919,6.057,434.4,2.02,5907.00
6147122,"K01062.01","FALSE POSITIVE","FALSE POSITIVE",15.45158184,142.21096,2.406,85.3,2.02,7839.00
8257407,"K01063.01","FALSE POSITIVE","FALSE POSITIVE",89.698168533,176.3060152,5.5418,273106,102.08,6214.00
4649305,"K00143.01","CANDIDATE","CANDIDATE",22.65117451,140.337593,3.6895,2250,7.62,6968.00
6307521,"K01126.02","FALSE POSITIVE","FALSE POSITIVE",475.91706,588.8926,22.86,967.3,28.22,5334.00
6359320,"K01127.01","CONFIRMED","CANDIDATE",5.32667299,357.12617,3.4045,611.4,2.26,5831.00
6359320,"K01127.02","CONFIRMED","CANDIDATE",8.1280933,358.68367,3.727,224.1,1.39,5831.00
3835670,"K00149.01","CONFIRMED","CANDIDATE",14.55730897,145.095012,7.7643,956.9,4.32,5774.00
6359320,"K01127.03","CANDIDATE","CANDIDATE",2.83668931,353.81531,3.031,166.1,1.19,5831.00
6362874,"K01128.01","CONFIRMED","CANDIDATE",0.974868896,133.076265,1.6191,197.6,1.16,5487.00
6272413,"K01129.01","CONFIRMED","CANDIDATE",4.89721006,133.39852,1.812,274.4,1.48,5093.00
3556220,"K01213.01","FALSE POSITIVE","FALSE POSITIVE",0.796722833,133.07985,2.4551,107.1,1.44,5959.00
3660924,"K01214.01","CONFIRMED","CANDIDATE",4.24153629,133.45522,2.971,188.1,1.44,5776.00
8030148,"K00155.01","CONFIRMED","CANDIDATE",5.660669429,137.416045,4.6483,737.8,3.24,5746.00
3939150,"K01215.01","CONFIRMED","CANDIDATE",17.32419108,142.09977,8.045,241.3,3.14,5968.00
3939150,"K01215.02","CONFIRMED","CANDIDATE",33.0063185,145.38821,7.118,278.1,3.13,5968.00
3839488,"K01216.01","CONFIRMED","CANDIDATE",11.13127159,134.36341,4.2372,211.2,2.06,5800.00
3542588,"K01217.01","FALSE POSITIVE","FALSE POSITIVE",3.47143963,133.74061,3.663,99.8,1.19,6341.00
10676923,"K01297.01","FALSE POSITIVE","FALSE POSITIVE",1.031096352,133.93938,2.781,265.4,2.36,6371.00
10604335,"K01298.01","CONFIRMED","CANDIDATE",11.00817635,143.22611,2.013,1462.5,2.15,4141.00
10604335,"K01298.02","CONFIRMED","FALSE POSITIVE",92.7495777,173.27975,5.506,1105.1,1.87,4141.00
10864656,"K01299.01","CONFIRMED","CANDIDATE",52.5008645,171.52114,14.9066,946.7,12.41,4976.00
10555375,"K00158.01","FALSE POSITIVE","FALSE POSITIVE",5.80181368,137.57807,4.119,269.6,4.52,6020.00
10975146,"K01300.01","CONFIRMED","CANDIDATE",0.63133171,133.94488,1.1487,434.5,1.2,4441.00
10538176,"K01301.01","CONFIRMED","CANDIDATE",12.69905011,184.9868,2.9899,797.4,2.62,5291.00
10724369,"K01302.01","CONFIRMED","CANDIDATE",55.6391882,187.55044,7.316,853,3.13,5949.00
10867062,"K01303.01","CANDIDATE","CANDIDATE",34.2966363,143.66728,19.718,696.6,3.29,5490.00
10744335,"K01304.01","CONFIRMED","CANDIDATE",4.59726613,136.47837,2.909,313,1.69,5999.00
10730034,"K01305.01","CONFIRMED","CANDIDATE",2.633852528,134.56431,2.0206,259.8,1.38,5114.00
10730034,"K01305.02","CONFIRMED","CANDIDATE",6.18670882,136.63308,2.909,202.6,1.21,5114.00
10973814,"K01307.02","CONFIRMED","CANDIDATE",20.34237838,137.6952,2.3351,564.6,2.88,5514.00
10586208,"K01308.01","CONFIRMED","CANDIDATE",23.58444746,145.95798,5.5545,429.2,3,5655.00
10854768,"K01309.01","CONFIRMED","CANDIDATE",10.1171684,137.44489,4.6677,288.7,3.07,6306.00
10964440,"K01310.01","CONFIRMED","CANDIDATE",19.12947603,139.4353,3.9622,451.2,4.23,5372.00
10964440,"K01310.02","CANDIDATE","CANDIDATE",144.688915,256.343,9.468,397.1,3.33,5372.00
4275739,"K01317.01","FALSE POSITIVE","FALSE POSITIVE",2.171827838,355.083686,3.2205,42086,58.56,5650.00
4070376,"K01318.01","FALSE POSITIVE","FALSE POSITIVE",1.634614356,133.96855,3.4422,19761.5,44.22,6121.00
4078157,"K01319.01","FALSE POSITIVE","FALSE POSITIVE",16.025018977,367.693328,3.8828,29090,1069.01,5776.00
4164994,"K01320.01","CONFIRMED","CANDIDATE",10.50682978,360.082152,3.7769,13355.5,9.01,5127.00
4480676,"K01321.01","FALSE POSITIVE","FALSE POSITIVE",0.711966971,134.223486,2.0221,6227.5,33.34,5486.00
4372768,"K01327.01","FALSE POSITIVE","FALSE POSITIVE",15.6402515,359.07991,6.222,800.3,18.11,5346.00
4074736,"K01328.01","CANDIDATE","CANDIDATE",80.9669561,160.97672,2.5276,4733,5.04,5611.00
4072526,"K01329.01","CONFIRMED","CANDIDATE",33.1996355,153.66086,5.022,1112.5,2.85,5102.00
4150539,"K01330.01","FALSE POSITIVE","FALSE POSITIVE",8.65306587,134.30886,4.486,1048.1,19.78,4641.00
4150539,"K01330.02","FALSE POSITIVE","FALSE POSITIVE",94.219289,196.1952,24.312,1025.9,2.15,4641.00
4150624,"K01334.02","FALSE POSITIVE","FALSE POSITIVE",94.225938,196.1319,22.08,530.4,1.93,5421.00
4155328,"K01335.01","CONFIRMED","CANDIDATE",127.8334997,293.41845,10.914,1829.9,9.46,6505.00
4077526,"K01336.01","CONFIRMED","CANDIDATE",10.21864532,136.8622,3.802,445.3,2.33,6100.00
4077526,"K01336.02","CONFIRMED","CANDIDATE",15.573637,132.44282,5.326,468.1,2.94,6100.00
4077526,"K01336.03","CONFIRMED","CANDIDATE",40.1015561,132.71244,5.246,550,2.92,6100.00
10271806,"K00733.01","CONFIRMED","CANDIDATE",5.924993927,169.71629,2.8874,1608.1,3.15,5016.00
10271806,"K00733.02","CONFIRMED","CANDIDATE",11.34934848,134.31805,3.1101,1249.8,2.39,5016.00
10271806,"K00733.03","CONFIRMED","CANDIDATE",3.13295351,135.67494,2.2207,435.2,1.39,5016.00
