kepid,kepoi_name,koi_disposition,koi_period,koi_time0bk,koi_duration,koi_depth,koi_prad,koi_steff
10743597,K00989.02,FALSE POSITIVE,0.817026268,132.835239,2.0799,1145.5,2.92,5619.0
9818381,K00135.01,CONFIRMED,3.024092505,132.4168573,2.8021,7765.0,12.14,6063.0
6124941,K01058.01,FALSE POSITIVE,5.670155713,136.201739,0.9361,536.7,5.85,3337.0
6060203,K01059.01,CONFIRMED,1.022678654,133.45422,1.3712,129.2,1.14,5366.0
5880320,K01060.01,CONFIRMED,12.10968709,140.21258,6.3461,284.7,2.98,6021.0
5880320,K01060.02,CONFIRMED,4.75796103,137.69636,4.66,124.5,1.7,6021.0
5880320,K01060.03,CONFIRMED,20.4972755,147.43894,8.536,242.9,2.96,6021.0
3003992,K01119.02,FALSE POSITIVE,13.55480534,139.81609,2.288,48.3,0.62,5370.0
6307537,K01120.01,FALSE POSITIVE,29.74454668,172.386652,23.2842,66894.0,20.06,4889.0
6359798,K01121.01,FALSE POSITIVE,14.15402428,140.698466,4.47001,61625.1,53.25,5850.0
6311681,K01122.01,FALSE POSITIVE,0.844786082,134.216987,3.5289,2468.5,35.27,5705.0
6365321,K01123.01,FALSE POSITIVE,0.848483947,133.585301,1.4451,1907.4,32.11,5941.0
6301035,K01124.01,FALSE POSITIVE,11.99097576,143.28437,5.7401,2124.3,37.47,6110.0
3859079,K01199.01,CONFIRMED,53.5292702,147.86464,5.668,1086.1,2.28,4736.0
3557493,K01200.01,FALSE POSITIVE,0.393726813,133.310396,2.95,564.6,24.17,6277.0
4061149,K01201.01,CONFIRMED,2.757584622,133.05017,0.9267,563.1,1.01,3683.0
3444588,K01202.01,CONFIRMED,0.928310036,133.80358,1.1899,376.2,1.16,4109.0
8394721,K00152.03,CONFIRMED,13.48457668,136.61808,5.0197,653.5,3.39,6198.0
3962243,K01203.01,CONFIRMED,31.8841473,160.20696,6.122,910.0,3.7,5779.0
10743597,K00989.03,CANDIDATE,16.15811112,143.00233,6.049,2319.8,86.13,5619.0
10015516,K00990.01,FALSE POSITIVE,67.69213907,138.534171,51.349,25457.2,175.98,5355.0
10154388,K00991.01,CONFIRMED,12.06222962,138.22229,2.0584,300.2,1.62,5547.0
1432789,K00992.01,CONFIRMED,9.93146307,136.49128,5.678,398.6,2.41,5782.0
1718189,K00993.01,CONFIRMED,21.85362905,144.32031,3.439,355.6,1.75,5830.0
5880320,K01060.04,CONFIRMED,8.19345065,138.99617,5.234,115.4,1.74,6021.0
5130369,K00140.01,FALSE POSITIVE,19.97867,137.17061,10.168,944.3,6.85,9651.0
6037187,K01061.01,CONFIRMED,41.8059544,142.81919,6.057,434.4,2.02,5907.0
6147122,K01062.01,FALSE POSITIVE,15.45158184,142.21096,2.406,85.3,2.02,7839.0
8257407,K01063.01,FALSE POSITIVE,89.698168533,176.3060152,5.5418,273106.0,102.08,6214.0
8218274,K01064.01,FALSE POSITIVE,1.187352427,133.465454,4.999,20703.0,67.35,6424.0
3964562,K00015.01,FALSE POSITIVE,3.012476582,135.259271,3.1424,1138.5,65.25,8601.0
5735762,K00148.01,CONFIRMED,4.77800306,124.061465,2.7361,473.0,1.85,5192.0
6292162,K01125.01,FALSE POSITIVE,7.814839231,357.519981,3.0122,2010.3,5.33,5887.0
6307521,K01126.01,FALSE POSITIVE,29.7452499,157.38519,22.695,778.9,3.6,5334.0
6359320,K01127.01,CONFIRMED,5.32667299,357.12617,3.4045,611.4,2.26,5831.0
3848972,K01187.01,FALSE POSITIVE,0.741057213,131.947273,1.05299,1996.3,26.67,5496.0
3860441,K01188.01,FALSE POSITIVE,2.988085455,133.27252,3.68,802.8,21.81,5497.0
3765771,K01189.01,FALSE POSITIVE,2.783883492,133.227846,2.4546,903.9,67.17,6028.0
3557341,K01190.01,FALSE POSITIVE,0.393727296,178.587454,3.02,903.5,23.05,5628.0
3859628,K01191.01,CONFIRMED,8.17242644,361.20157,3.902,864.3,3.29,5705.0
3644071,K01192.01,CANDIDATE,1295.362215,176.10646,28.297,8708.0,57.82,5609.0
1718189,K00993.02,CONFIRMED,13.0607936,137.63148,3.215,236.6,1.45,5830.0
1431122,K00994.01,CANDIDATE,4.2989201,132.86187,2.747,237.6,2.12,5300.0
3858949,K00995.01,FALSE POSITIVE,25.9518461,154.88212,14.581,1058.5,22.32,5372.0
3858824,K00996.01,FALSE POSITIVE,25.9518536,154.88278,14.755,2017.9,24.6,5198.0
2157247,K00997.01,FALSE POSITIVE,5.68628739,135.89269,17.573,5559.7,4.5,6052.0
7601633,K00136.01,FALSE POSITIVE,15.663886949,147.395712,2.4775,5144.4,27.36,5996.0
8242681,K01065.01,FALSE POSITIVE,4.020628573,133.638478,4.4085,20901.0,16.94,6210.0
8260218,K01066.01,CANDIDATE,5.714817603,355.00831,3.14126,12294.8,9.29,5695.0
8246781,K01067.01,FALSE POSITIVE,185.02288222,273.185533,4.87326,43546.7,49.82,6025.0
8264070,K01068.01,FALSE POSITIVE,2.897432135,450.75739,3.1793,1223.7,14.35,5970.0
8222813,K01069.01,CONFIRMED,8.70420525,357.55941,2.9385,1074.9,2.86,5074.0
6359320,K01127.02,CONFIRMED,8.1280933,358.68367,3.727,224.1,1.39,5831.0
6359320,K01127.03,CANDIDATE,2.83668931,353.81531,3.031,166.1,1.19,5831.0
6362874,K01128.01,CONFIRMED,0.974868896,133.076265,1.6191,197.6,1.16,5487.0
6272413,K01129.01,CONFIRMED,4.89721006,133.39852,1.812,274.4,1.48,5093.0
8279765,K01130.01,FALSE POSITIVE,2.757794163,135.232863,2.7644,39043.0,20.05,5747.0
8330548,K01132.01,FALSE POSITIVE,1.914158508,134.644919,3.2917,7829.2,13.63,6289.0
3348082,K01196.01,FALSE POSITIVE,3.98216698,135.52749,2.396,381.3,3.32,5570.0
3853673,K01197.01,FALSE POSITIVE,0.643794198,133.984483,1.5662,456.7,19.51,5958.0
3447722,K01198.01,CONFIRMED,16.08832318,139.49184,5.731,597.8,3.42,6157.0
3447722,K01198.02,CONFIRMED,10.30067919,142.74251,4.885,271.8,2.2,6157.0
3447722,K01198.03,CONFIRMED,35.6757453,145.00717,7.381,471.2,3.02,6157.0
3447722,K01198.04,CANDIDATE,1.00861677,132.109479,0.91,,,
1432214,K00998.01,FALSE POSITIVE,161.78832712,214.039,5.31,87750.0,36.14,6018.0
2165002,K00999.01,CONFIRMED,16.56806842,146.15285,4.2647,1331.4,2.54,4987.0
2165002,K00999.02,CONFIRMED,47.3329299,151.41614,2.708,931.5,2.18,4987.0
2441728,K01000.01,FALSE POSITIVE,0.856895349,133.67521,1.3078,82.2,0.82,6021.0
1871056,K01001.01,CONFIRMED,40.8065333,155.71586,13.135,313.9,3.71,6207.0
8222813,K01069.02,CONFIRMED,2.46697039,354.93093,1.6345,308.7,1.56,5074.0
12105051,K00141.01,CANDIDATE,2.624234833,132.304988,1.3874,2607.0,5.11,5340.0
8240904,K01070.01,CONFIRMED,6.61836309,360.36694,3.6813,549.1,2.98,5529.0
8240904,K01070.02,CONFIRMED,107.7214092,354.19522,8.042,1396.2,4.75,5529.0
8240904,K01070.03,CANDIDATE,92.77779,367.6112,6.64,359.0,1.92,5888.0
8374494,K01133.01,FALSE POSITIVE,5.251916208,357.321883,4.9095,10624.3,37.15,5542.0
5735762,K00148.02,CONFIRMED,9.673958488,125.339418,3.2641,952.7,2.63,5192.0
8414907,K01134.01,FALSE POSITIVE,100.3039228,277.0607,8.702,5450.0,29.55,5055.0
8414907,K01134.02,FALSE POSITIVE,200.61103346,456.84444,7.13,,,
8397446,K01135.01,FALSE POSITIVE,0.986620248,448.5959,3.9722,1345.8,43.98,6243.0
8386035,K01136.01,FALSE POSITIVE,1.63484631,134.512115,6.11,,,
3962243,K01203.02,CONFIRMED,14.12847677,142.8971,3.685,628.7,2.73,5779.0
3962243,K01203.03,CONFIRMED,48.6478543,172.1271,5.464,641.8,4.14,5779.0
3438507,K01204.01,CONFIRMED,8.39842977,136.31152,6.344,340.1,2.0,6309.0
3869014,K01205.01,CONFIRMED,8.63847391,139.94684,5.4566,395.9,5.99,5684.0
3756801,K01206.01,CANDIDATE,422.917678,448.49648,31.274,1367.7,5.89,5796.0
1871056,K01001.02,CONFIRMED,140.10765,216.21749,18.503,266.8,3.42,6207.0
1865042,K01002.01,CONFIRMED,3.4815917,132.98828,1.8069,135.2,1.17,5405.0
2438502,K01003.01,FALSE POSITIVE,8.360616221,172.264978,7.5385,28066.3,40.35,5463.0
2309585,K01004.01,FALSE POSITIVE,1.838514968,352.72266,2.7391,2721.7,4.86,5751.0
5780460,K01005.01,CONFIRMED,35.61760233,197.03573,8.4559,4634.9,5.17,5123.0
8244190,K01071.01,FALSE POSITIVE,1.09206833,133.19403,1.8596,219.2,1.29,5639.0
8229696,K01072.01,CONFIRMED,10.12805158,139.1159,3.517,477.4,1.95,5676.0
8262210,K01073.01,FALSE POSITIVE,1.613001111,178.52846,2.394,104.1,1.25,5580.0
10272640,K01074.01,CONFIRMED,3.770551475,357.11836,3.8077,12440.0,12.05,6322.0
10232123,K01075.01,FALSE POSITIVE,1.343767797,133.275862,1.9405,4702.6,18.66,6324.0
10223616,K01076.01,FALSE POSITIVE,29.12436474,142.16154,3.4209,6496.0,15.25,4457.0
8415745,K01138.01,FALSE POSITIVE,31.82814583,366.704854,2.917,4456.8,35.8,5908.0
8378634,K01139.01,FALSE POSITIVE,3.629442796,134.70066,5.63,426.6,3.28,6506.0
8397675,K01140.01,FALSE POSITIVE,0.553261874,133.446605,0.8875,1038.1,97.36,5679.0
8346392,K01141.01,CONFIRMED,5.72812616,135.18066,2.0295,643.4,1.38,3968.0
8288947,K01142.01,CONFIRMED,3.75574267,133.4333,2.2911,417.4,1.58,5311.0
8312852,K01143.01,FALSE POSITIVE,7.44042933,134.76331,2.991,547.3,2.74,5815.0
9480189,K00941.01,CONFIRMED,6.581477136,174.787814,3.0896,2318.9,4.56,5188.0
11974540,K00129.01,CONFIRMED,24.669192732,132.864236,7.03515,7382.3,77.76,5313.0
9480189,K00941.02,CONFIRMED,2.382652873,170.66626,1.8888,705.4,2.74,5188.0
9480189,K00941.03,CONFIRMED,24.66461416,189.02031,2.8579,2398.8,5.34,5188.0
9512687,K00942.01,CONFIRMED,11.51517167,174.85855,2.006,1357.4,2.9,5177.0
8644288,K00137.01,CONFIRMED,7.641567589,135.407564,3.41018,2269.7,4.91,5356.0
5738346,K01006.01,FALSE POSITIVE,30.6113932,374.6216,3.576,3472.0,19.68,3900.0
1725016,K01007.01,CONFIRMED,7.40742502,355.49652,3.675,442.0,2.01,5922.0
1722276,K01008.01,FALSE POSITIVE,569.934135,248.94045,4.1904,18904.0,38.98,5367.0
892772,K01009.01,FALSE POSITIVE,5.09246539,357.53594,3.659,254.0,1.17,5037.0
1027438,K01010.01,FALSE POSITIVE,110.61576622,145.83537,5.0,,,
10268907,K01077.01,FALSE POSITIVE,1.103971357,354.58216,0.926,317.9,1.37,5409.0
5446285,K00142.01,CONFIRMED,10.916108342,133.009227,3.6496,1479.0,3.93,5575.0
10166274,K01078.01,CONFIRMED,3.353732008,134.869597,1.4598,1264.7,1.65,3789.0
10166274,K01078.02,CONFIRMED,6.877446033,132.08426,1.3692,1632.3,2.05,3789.0
10166274,K01078.03,CONFIRMED,28.46464804,158.03986,2.6657,1629.8,1.87,3789.0
10153827,K01079.01,FALSE POSITIVE,0.293630085,133.584241,2.3857,2017.7,26.35,5665.0
5735762,K00148.03,CONFIRMED,42.89645024,146.0613,5.6897,555.3,2.0,5192.0
8302450,K01144.01,FALSE POSITIVE,2.44199803,134.57095,2.759,251.7,1.44,5970.0
8313667,K01145.01,CANDIDATE,30.5872153,162.8842,5.3698,464.8,2.32,5944.0
8351704,K01146.01,CONFIRMED,7.09712124,136.34514,2.1059,369.5,0.74,3569.0
8299955,K01147.01,FALSE POSITIVE,2.6827683,134.25535,2.957,79.8,1.19,6180.0
9513865,K00943.01,CONFIRMED,3.601465336,171.99184,2.2753,777.7,2.31,5052.0
9595686,K00944.01,FALSE POSITIVE,3.108251172,170.244566,2.5048,1867.7,4.43,5330.0
9605514,K00945.01,CONFIRMED,25.8474958,188.874,5.985,537.4,2.4,6297.0
9605514,K00945.02,CONFIRMED,40.715561,146.36485,6.894,680.9,2.7,6297.0
9661877,K00946.01,FALSE POSITIVE,20.42720701,176.71737,3.447,1273.0,4.42,6014.0
5728283,K01011.01,FALSE POSITIVE,6.198273591,183.3731434,7.53837,47302.6,19.81,6038.0
8127639,K01012.01,FALSE POSITIVE,1.023471798,354.8182,2.3499,861.4,3.78,5741.0
6047498,K01013.01,FALSE POSITIVE,0.51872711,133.676312,1.252,714.1,19.07,5572.0
8125580,K01014.01,CONFIRMED,17.31711739,142.36094,3.1518,1473.0,2.04,4719.0
8158127,K01015.01,CONFIRMED,9.42889884,140.1046,4.4481,565.4,4.39,5897.0
10158990,K01080.01,FALSE POSITIVE,1.096583368,133.61436,2.1188,308.5,1.35,5222.0
10149023,K01081.01,CANDIDATE,9.95639775,134.29186,5.615,510.5,28.15,6161.0
10141900,K01082.01,CONFIRMED,6.50327035,135.26657,2.591,418.3,1.67,4999.0
10141900,K01082.02,CONFIRMED,4.09667624,133.09833,2.19,302.3,1.42,4999.0
10141900,K01082.03,CONFIRMED,1.196548464,132.53363,1.2592,224.6,1.25,4999.0
8410727,K01148.01,CONFIRMED,11.47609015,135.39622,5.046,182.3,2.07,6071.0
8410727,K01148.02,CONFIRMED,25.2630467,134.18397,6.22,125.5,1.71,6071.0
8349405,K01149.01,FALSE POSITIVE,7.1688266,136.23827,1.29,,,
8278371,K01150.01,CONFIRMED,0.677374687,133.94573,1.8361,76.7,0.9,5718.0
8280511,K01151.01,CONFIRMED,10.43547031,134.82462,3.4167,210.2,1.22,5528.0
8280511,K01151.02,CONFIRMED,7.41084314,135.75425,3.245,124.1,0.94,5528.0
9710326,K00947.01,CONFIRMED,28.59914031,189.92667,3.6567,1585.1,1.83,3755.0
9761882,K00948.01,CONFIRMED,24.58716355,173.70572,3.984,907.5,2.37,5474.0
5297298,K00130.01,FALSE POSITIVE,34.193600311,155.2966351,5.41382,13714.8,21.95,6129.0
9766437,K00949.01,CONFIRMED,12.53248222,170.76535,4.0168,1145.9,3.24,5997.0
9772531,K00950.01,CANDIDATE,31.201692472,183.4076137,2.15663,34513.7,8.31,3748.0
9775938,K00951.01,CONFIRMED,13.19720694,171.545479,3.4872,2141.4,4.18,4954.0
8644288,K00137.02,CONFIRMED,14.85890852,128.154869,3.5252,3269.0,5.94,5356.0
8158127,K01015.02,CONFIRMED,4.08897299,135.76402,3.585,157.9,2.36,5897.0
8176653,K01016.01,FALSE POSITIVE,2.866680334,134.066374,1.1264,712.4,2.93,5238.0
8174625,K01017.01,CONFIRMED,17.44486016,141.6802,4.445,826.9,3.24,5568.0
8183911,K01018.01,FALSE POSITIVE,8.30697421,137.08254,2.76,158.7,37.99,5300.0
8179973,K01019.01,FALSE POSITIVE,2.49705175,135.3072596,3.79,,,
10157458,K01083.01,CONFIRMED,7.33685101,138.5829,3.548,325.8,1.52,5795.0
4649305,K00143.01,FALSE POSITIVE,22.65117451,140.337593,3.6895,2250.0,7.62,6968.0
10148521,K01084.01,FALSE POSITIVE,1.204274435,134.05838,1.3362,185.8,1.19,5668.0
10118816,K01085.01,CONFIRMED,7.71790675,139.15725,1.84,306.8,0.9,3975.0
10122255,K01086.01,CONFIRMED,27.6652847,144.8714,6.633,469.2,2.21,6036.0
3124412,K01087.01,FALSE POSITIVE,0.948950734,134.368152,4.0245,2133.0,36.87,6307.0
3835670,K00149.01,CONFIRMED,14.55730897,145.095012,7.7643,956.9,4.32,5774.0
10287248,K01152.01,FALSE POSITIVE,4.722254104,178.243313,3.451,82670.0,14.45,3801.0
10351767,K01153.01,FALSE POSITIVE,0.635069939,134.0209283,2.07171,33117.3,57.77,6340.0
10295951,K01154.01,CANDIDATE,6.810823723,136.04667,7.98574,14446.8,26.06,7226.0
10342041,K01155.01,FALSE POSITIVE,0.933746515,133.387415,6.6522,2936.6,25.54,5252.0
10514770,K01156.01,FALSE POSITIVE,1.872421727,134.366162,1.5261,3018.9,5.65,5337.0
9775938,K00951.02,CONFIRMED,33.6528474,147.8025,3.9616,1140.8,3.05,4954.0
9787239,K00952.01,CONFIRMED,5.90127815,171.40674,2.1979,1525.2,1.94,3731.0
9787239,K00952.02,CONFIRMED,8.75209691,170.63671,2.3742,1367.6,1.83,3731.0
9787239,K00952.03,CONFIRMED,22.78078241,155.20408,3.3002,1925.1,2.17,3731.0
9787239,K00952.04,CONFIRMED,2.896005211,133.61228,1.6776,614.1,1.23,3731.0
9787239,K00952.05,CONFIRMED,0.742957911,133.27936,0.6688,843.3,1.47,3731.0
2309719,K01020.01,FALSE POSITIVE,54.35635067,164.070221,6.4345,10510.4,38.81,6161.0
2558363,K01021.01,FALSE POSITIVE,0.54624855,178.5614,2.0543,639.7,18.93,5414.0
2716853,K01022.01,CONFIRMED,18.82744023,196.19088,4.664,1006.2,2.7,5687.0
2445154,K01023.01,FALSE POSITIVE,8.4120069,139.64745,3.923,819.6,1.71,4502.0
2715135,K01024.01,CONFIRMED,5.747711909,133.29939,1.8923,820.1,1.86,4252.0
8644288,K00137.03,CONFIRMED,3.504691252,133.511941,1.9811,315.1,2.03,5356.0
3113266,K01088.01,FALSE POSITIVE,0.995861402,132.346819,1.1507,4993.8,26.93,5286.0
3247268,K01089.01,CONFIRMED,86.67856052,175.597013,10.1289,8244.1,9.83,5822.0
3247268,K01089.02,CONFIRMED,12.21828097,140.321095,2.6969,1843.4,5.1,5822.0
3232859,K01090.01,FALSE POSITIVE,8.387210055,138.903759,1.6477,4952.0,72.52,6089.0
3098184,K01091.01,FALSE POSITIVE,15.2384539,369.56902,19.292,7019.0,9.84,6384.0
2720309,K01092.01,FALSE POSITIVE,0.413334492,133.212225,2.3808,2025.1,31.52,5973.0
10342065,K01157.01,FALSE POSITIVE,0.93374614,133.388153,6.551,1717.5,149.71,5438.0
10352945,K01158.01,FALSE POSITIVE,6.47179275,356.38477,6.788,402.5,2.08,6341.0
10354039,K01159.01,CONFIRMED,64.617518,166.14425,5.796,2486.6,5.4,5043.0
10330115,K01160.01,CONFIRMED,13.21409607,140.58492,3.5641,1154.8,2.77,5333.0
10426656,K01161.01,CONFIRMED,6.05729966,135.92756,3.7419,385.2,1.94,5334.0
9820483,K00953.01,CONFIRMED,3.584101048,170.427829,2.7316,2608.1,4.66,5739.0
9941662,K00013.01,CONFIRMED,1.763587535,120.5659254,3.16877,4590.6,21.42,9107.0
7778437,K00131.01,CONFIRMED,5.014234733,133.174289,4.589,6536.0,10.63,6490.0
9823457,K00954.01,CONFIRMED,8.11528727,174.52257,3.211,834.9,3.1,5926.0
9823457,K00954.02,CONFIRMED,36.9250409,174.22246,4.9381,902.0,3.01,5926.0
2574201,K01025.01,FALSE POSITIVE,37.4783492,157.31713,5.317,1467.9,10.05,3687.0
2166206,K01028.01,FALSE POSITIVE,8.09695764,140.74216,3.319,283.5,34.0,5949.0
2164169,K01029.01,CONFIRMED,32.3122867,133.867,6.569,677.8,4.84,5821.0
2574338,K01030.01,CONFIRMED,9.22961384,138.43961,2.235,492.1,2.79,6320.0
2584163,K01031.01,CONFIRMED,14.5598556,135.95038,5.624,290.6,1.64,5959.0
4180280,K00144.01,CONFIRMED,4.176254191,133.090415,3.6716,1360.1,3.07,4957.0
3239636,K01093.01,FALSE POSITIVE,0.528755447,133.38227,5.714,408.5,47.75,6151.0
2721030,K01094.01,CONFIRMED,6.10027621,135.58656,4.7476,766.6,2.59,5957.0
3329204,K01095.01,CANDIDATE,51.59809554,203.979914,2.0153,5869.2,6.57,5681.0
3230491,K01096.01,CANDIDATE,1500.0,315.33083,7.109,9592.0,9.8,5606.0
3340070,K01097.01,FALSE POSITIVE,10.9110487,142.52714,7.033,401.9,2.36,5903.0
7626506,K00150.01,CONFIRMED,8.408878137,134.006366,3.4967,798.9,2.28,5551.0
10426656,K01161.02,CONFIRMED,10.93725572,136.98549,3.0822,421.6,2.41,5334.0
10426656,K01161.03,CONFIRMED,2.97136658,134.38662,2.716,233.3,1.52,5334.0
10528068,K01162.01,CONFIRMED,158.6850022,173.94993,11.5372,898.3,3.08,5751.0
10468940,K01163.01,CONFIRMED,2.936527336,135.71829,1.771,352.3,1.92,5359.0
9825625,K00955.01,CONFIRMED,7.03902016,175.73059,3.8633,529.8,2.45,6321.0
9875711,K00956.01,CONFIRMED,8.360870704,175.64459,2.7144,2039.7,3.67,4743.0
7661409,K00957.01,FALSE POSITIVE,3.14051153,178.4691,8.2806,1444.4,31.01,6108.0
1026957,K00958.01,CONFIRMED,21.76129812,166.540438,1.243,1300.7,2.53,4859.0
10002261,K00959.01,FALSE POSITIVE,12.713794177,175.0725677,2.44093,36718.7,2.31,2661.0
8176650,K00960.01,FALSE POSITIVE,15.801100028,177.1533515,6.37505,37545.0,15.61,5383.0
2162635,K01032.01,CANDIDATE,1500.1406772,176.08226,25.727,4129.9,18.35,5009.0
5899544,K01034.01,FALSE POSITIVE,1.739428983,354.889074,2.4894,5897.4,268.65,5415.0
5963222,K01035.01,FALSE POSITIVE,1.217266418,133.328666,3.3208,5811.5,14.49,6631.0
5982353,K01036.01,FALSE POSITIVE,19.563092517,134.3548284,6.9547,12992.2,23.76,6208.0
6205468,K01037.01,FALSE POSITIVE,3.7228551,179.30315,12.8164,2969.2,5.67,5873.0
8506766,K00138.01,FALSE POSITIVE,48.93786896,140.76639,6.5868,7240.1,24.19,7066.0
3240706,K01098.01,FALSE POSITIVE,5.48990788,134.10438,4.02,598.9,23.6,5982.0
2853093,K01099.01,CONFIRMED,161.5278347,198.00137,3.6734,4653.6,8.19,5778.0
3228824,K01100.01,FALSE POSITIVE,0.73093905,355.90306,2.8437,451.1,1.45,4768.0
3245969,K01101.01,CONFIRMED,11.39102358,137.70864,2.303,448.6,1.67,4983.0
3231341,K01102.01,CONFIRMED,12.33343853,137.58782,6.221,536.4,4.12,5896.0
10468940,K01163.02,CONFIRMED,8.01500821,134.8277,3.0137,363.0,2.0,5359.0
10341831,K01164.01,FALSE POSITIVE,0.933749941,133.38422,6.606,415.3,12.93,3682.0
10337517,K01165.01,CONFIRMED,7.053934488,136.357253,1.7244,511.5,2.36,5357.0
10337517,K01165.02,CONFIRMED,4.29263699,134.80018,2.7,61.4,0.68,5357.0
10351231,K01166.01,CONFIRMED,7.6746614,133.22431,1.9374,503.0,2.8,6063.0
10485179,K01167.01,FALSE POSITIVE,0.445275074,133.971372,2.276,254.7,1.21,5346.0
8561063,K00961.01,CONFIRMED,1.213770423,170.483645,0.5532,1821.0,0.78,3292.0
8561063,K00961.02,CONFIRMED,0.453287416,133.869741,0.4445,1461.5,0.76,3292.0
8892910,K00132.01,FALSE POSITIVE,10.810132734,132.95157,4.4618,6165.2,13.95,6211.0
8561063,K00961.03,CONFIRMED,1.865114193,133.792344,0.4279,1124.8,0.66,3292.0
10657664,K00964.01,FALSE POSITIVE,3.273699006,171.2385098,3.07626,6862.8,22.36,10816.0
3337351,K00965.01,FALSE POSITIVE,7.047103499,175.03337,3.3208,71318.0,51.86,5730.0
6153201,K01038.01,FALSE POSITIVE,0.530300102,354.985736,2.8502,3040.0,35.73,6184.0
5802486,K01039.01,FALSE POSITIVE,1.073917869,177.924088,2.4305,1926.6,33.01,5962.0
5817553,K01040.01,FALSE POSITIVE,4.206096814,136.44854,10.7381,1298.1,32.66,6306.0
5982368,K01041.01,FALSE POSITIVE,19.56313723,369.11182,6.8575,5536.0,9.73,5766.0
5816811,K01042.01,FALSE POSITIVE,2.227718792,134.452638,4.9699,1039.0,8.88,6038.0
5816165,K01043.01,FALSE POSITIVE,0.591914504,355.353791,1.0225,1057.7,27.21,5122.0
7102227,K01360.01,CONFIRMED,36.7704935,164.29112,4.42,1346.6,2.83,5142.0
7102227,K01360.02,CONFIRMED,14.58932429,141.93498,2.4184,831.3,2.32,5142.0
7102227,K01360.03,CONFIRMED,0.764017553,132.2214,1.103,128.2,0.86,5142.0
6960913,K01361.01,CONFIRMED,59.8780258,151.1847,4.8027,1419.1,2.19,4016.0
6837146,K01362.01,CANDIDATE,20.51360192,357.49424,3.4769,1174.1,2.58,5310.0
11122894,K01426.02,CONFIRMED,74.92768653,124.99266,4.74,4119.2,6.39,5618.0
11122894,K01426.03,CONFIRMED,150.0189511,224.685714,4.3823,4319.7,32.6,5618.0
11129738,K01427.01,CONFIRMED,2.613020421,133.11283,1.9588,599.7,1.5,3883.0
11401182,K01428.01,CONFIRMED,0.927859786,133.905978,1.4279,515.3,1.79,4815.0
11030711,K01429.01,CONFIRMED,205.912735,252.74129,9.992,2378.8,4.68,5644.0
11512246,K00168.03,CONFIRMED,7.10695741,138.32271,5.1462,131.0,1.72,5761.0
6607286,K01239.01,CANDIDATE,0.783276173,355.94865,1.6735,264.7,1.98,5640.0
6607286,K01239.02,CANDIDATE,3.17405898,357.05776,2.3156,282.2,2.09,5640.0
6690082,K01240.01,CONFIRMED,2.1395563,133.65392,2.0678,266.1,1.76,5534.0
6690082,K01240.02,CONFIRMED,4.807103254,134.640371,0.9393,450.5,2.96,5534.0
6448890,K01241.01,CONFIRMED,21.4054422,147.08981,11.721,409.3,11.64,4838.0
6448890,K01241.02,CONFIRMED,10.5007712,135.6479,14.522,183.4,5.68,4838.0
10730034,K01305.01,CONFIRMED,2.633852528,134.56431,2.0206,259.8,1.38,5114.0
10730034,K01305.02,CONFIRMED,6.18670882,136.63308,2.909,202.6,1.21,5114.0
10858691,K01306.01,CONFIRMED,1.796320953,133.33662,1.9139,210.9,1.2,5576.0
10858691,K01306.02,CONFIRMED,3.468073,136.00831,2.361,243.9,1.29,5576.0
10858691,K01306.03,CONFIRMED,5.9142668,133.49193,2.661,253.2,1.31,5576.0
8107380,K00162.01,CONFIRMED,14.00640392,142.20885,4.6919,716.4,3.11,5788.0
6936909,K01363.01,CONFIRMED,3.546531809,134.90127,2.2746,442.7,2.18,5993.0
6936909,K01363.02,CONFIRMED,5.70070626,132.69229,1.6408,379.8,2.03,5993.0
6962977,K01364.01,CONFIRMED,20.8341497,186.03921,4.522,803.1,2.26,5296.0
6962977,K01364.02,CONFIRMED,7.0556584,181.91205,3.0479,705.6,2.13,5296.0
11176127,K01430.01,CONFIRMED,10.47548084,152.64165,2.3024,1070.7,2.11,4463.0
11176127,K01430.02,CONFIRMED,22.92886314,143.86271,2.0831,908.9,2.08,4463.0
11176127,K01430.03,CONFIRMED,77.4740991,184.24533,4.168,1543.6,2.63,4463.0
11075279,K01431.01,CANDIDATE,345.1589354,318.307719,7.5646,5087.9,7.79,5597.0
11014932,K01432.01,CONFIRMED,6.88595222,138.40761,4.148,428.5,2.68,5616.0
6607447,K01242.01,CANDIDATE,99.6442783,283.236289,5.1772,3215.6,8.48,6102.0
6677256,K01243.01,FALSE POSITIVE,3.125814002,356.41184,1.7895,238.8,1.88,6358.0
8030148,K00155.01,CONFIRMED,5.660669429,137.416045,4.6483,737.8,3.24,5746.0
6692833,K01244.01,FALSE POSITIVE,10.80487163,134.09498,2.7215,292.7,1.71,6092.0
6693640,K01245.01,CONFIRMED,13.71938426,140.74483,5.5677,316.4,1.98,6387.0
10858691,K01306.04,CONFIRMED,29.2214959,139.32807,4.014,394.0,1.81,5576.0
10973814,K01307.01,CONFIRMED,44.8520997,172.46196,3.5729,780.8,3.35,5514.0
10973814,K01307.02,CONFIRMED,20.34237838,137.6952,2.3351,564.6,2.88,5514.0
6541920,K00157.05,CONFIRMED,118.3786735,287.28744,9.5574,1083.3,3.4,5657.0
10586208,K01308.01,CONFIRMED,23.58444746,145.95798,5.5545,429.2,3.0,5655.0
